customerNumber,description,amount,tag
5214395066,Thames Water,-0.05,Water
5214395066,Lori Alexander,6.79,-
5214395066,Churchill Insurance,-26.06,Insurance
5214395066,Alan Scott,17.43,-
5214395066,Save the Children,-5.19,Savings
5214395066,GWR,-15.23,Transport
5214395066,Oxfam,-0.01,Savings
5214395066,Supercuts,-14.54,Healthcare
5214395066,Brenda Ward,0.87,-
5214395066,RSPCA,-0.78,Savings
5214395066,Brenda Ward,3.53,-
5214395066,Nicole Bailey,2.27,-
5214395066,National Rail,-15.17,Transport
5214395066,Brenda Ward,9.29,-
5214395066,Superdrug,-8.62,Healthcare
5214395066,Lidl,-6.44,Food
5214395066,McColls,-14.32,Food
5214395066,Payment received thank you,-10.87,Credit Repayment
5214395066,Payment received thank you,10.87,Credit Repayment
5214395066,Shelter,-2.45,Savings
5214395066,Matalan,-17.08,Clothing
5214395066,Nicole Bailey,3.58,-
5214395066,Alan Scott,4.2,-
5214395066,Lidl,-20.07,Food
5214395066,GWR,-10.06,Transport
5214395066,Lidl,-29.08,Food
5214395066,Nicole Bailey,17.46,-
5214395066,Lori Alexander,4.8,-
5214395066,Sports Direct,-30.67,Clothing
5214395066,Primark,-16.7,Clothing
5214395066,Interest,9.23,-
5214395066,McColls,-17.86,Food
5214395066,British Gas,-62.32,Gas
5214395066,Subway,-18.83,Food
5214395066,Sky Digital,-24.69,Entertainment
5214395066,McColls,-25.29,Food
5214395066,Nicole Bailey,2.87,-
5214395066,Hitachi Personal Finance,-0.01,Debt
5214395066,Sports Direct,-28.97,Clothing
5214395066,Supercuts,-10.81,Healthcare
5214395066,Wonga,-0.01,Debt
5214395066,Rent,-564,Housing
5214395066,Salary BACS Payment,1200,Salary
5214395066,Lori Alexander,2.24,-
5214395066,Lush,-30.02,Healthcare
5214395066,Payment received thank you,-3.48,Credit Repayment
5214395066,Save the Children,-9.76,Charity
5214395066,Payment received thank you,3.48,Credit Repayment
5214395066,Superdrug,-15.06,Healthcare
5214395066,Supercuts,-23.92,Healthcare
5214395066,Lidl,-27.68,Food
5214395066,Supercuts,-7.52,Healthcare
5214395066,Payment received thank you,-34.66,Credit Repayment
5214395066,Payment received thank you,34.66,Credit Repayment
5214395066,Odeon Cinemas,-13.03,Entertainment
5214395066,RSPCA,-9.61,Savings
5214395066,Alan Scott,1.36,-
5214395066,Denise Patterson,1.85,-
5214395066,Cancer Research,-0.01,Savings
5214395066,Alan Scott,4.2,-
5214395066,Payment received thank you,-107.94,Credit Repayment
5214395066,Superdrug,-7.63,Healthcare
5214395066,Payment received thank you,107.94,Credit Repayment
5214395066,National Rail,-17.59,Transport
5214395066,Payment received thank you,168.54,Credit Repayment
5214395066,Payment received thank you,23.06,Credit Repayment
5214395066,Payment received thank you,-168.54,Credit Repayment
5214395066,Lidl,-15.8,Food
5214395066,Groupon,-27.18,Entertainment
5214395066,Payment received thank you,-23.06,Credit Repayment
5214395066,Uber,-12.89,Transport
5214395066,Supercuts,-8.69,Healthcare
5214395066,GWR,-13.22,Transport
5214395066,Payment received thank you,-50.39,Credit Repayment
5214395066,GWR,-18.85,Transport
5214395066,Three Mobile,-13.2,Mobile
5214395066,Payment received thank you,50.39,Credit Repayment
5214395066,Interest,6.64,-
5214395066,Wonga,-11.06,Debt
5214395066,Oxfam,-6.83,Charity
5214395066,Shelter,-2.02,Charity
5214395066,Lush,-28.17,Healthcare
5214395066,McColls,-20.43,Food
5214395066,WWF,-0.01,Charity
5214395066,McColls,-19.07,Food
5214395066,Brenda Ward,2.05,-
5214395066,American Express,-6.26,Debt
5214395066,Hitachi Personal Finance,-4.41,Debt
5214395066,Shelter,-0.01,Charity
5214395066,McColls,-20.69,Food
5214395066,Supercuts,-22.68,Healthcare
5214395066,McColls,-16.84,Food
5214395066,Churchill Insurance,-26.06,Insurance
5214395066,Lori Alexander,9.83,-
5214395066,Thames Water,-0.05,Water
5214395066,Nicole Bailey,3.74,-
5214395066,GWR,-15.95,Transport
5214395066,Barclaycard,-5.49,Debt
5214395066,Interest,5.21,-
5214395066,Bodyshop,-9.85,Healthcare
5214395066,Lori Alexander,3.95,-
5214395066,Denise Patterson,9.08,-
5214395066,Brenda Ward,4.49,-
5214395066,American Express,-8.28,Debt
5214395066,McColls,-7.06,Food
5214395066,Oxfam,-2.66,Savings
5214395066,Subway,-9.89,Food
5214395066,Interest,2.07,-
5214395066,American Express,-4.12,Debt
5214395066,Brenda Ward,3.2,-
5214395066,American Express,-2.29,Debt
5214395066,Nicole Bailey,4.75,-
5214395066,Cancer Research,-1.61,Savings
5214395066,British Gas,-62.32,Gas
5214395066,RSPCA,-1.93,Savings
5214395066,McColls,-12.69,Food
5214395066,Sky Digital,-24.69,Entertainment
5214395066,Brenda Ward,1.61,-
5214395066,Matalan,-0.01,Clothing
5214395066,Nicole Bailey,2.62,-
5214395066,WWF,-6.65,Savings
5214395066,RSPCA,-5.87,Charity
5214395066,Brenda Ward,6.25,-
5214395066,Alan Scott,0.83,-
5214395066,Salary BACS Payment,1200,Salary
5214395066,Rent,-564,Housing
5214395066,Oxfam,-10.02,Savings
5214395066,Sports Direct,-10.01,Clothing
5214395066,Brenda Ward,6.84,-
5214395066,Shelter,-3.45,Savings
5214395066,Subway,-11.3,Food
5214395066,Payment received thank you,-5.31,Credit Repayment
5214395066,Payment received thank you,5.31,Credit Repayment
5214395066,American Express,-9.95,Debt
5214395066,Superdrug,-18.56,Healthcare
5214395066,Uber,-18.38,Transport
5214395066,Payment received thank you,-140.33,Credit Repayment
5214395066,Payment received thank you,140.33,Credit Repayment
5214395066,Payment received thank you,-15.8,Credit Repayment
5214395066,Denise Patterson,9.29,-
5214395066,Nicole Bailey,26.04,-
5214395066,Subway,-26.12,Food
5214395066,RSPCA,-10.95,Charity
5214395066,Payment received thank you,15.8,Credit Repayment
5214395066,Spotify,-13.14,Entertainment
5214395066,Bodyshop,-29.17,Healthcare
5214395066,National Rail,-12.58,Transport
5214395066,Oxfam,-6.78,Savings
5214395066,Wonga,-16.27,Debt
5214395066,Interest,0.53,-
5214395066,Shelter,-6.49,Charity
5214395066,Groupon,-0.01,Entertainment
5214395066,Spotify,-19.77,Entertainment
5214395066,Subway,-19.48,Food
5214395066,Lori Alexander,2.24,-
5214395066,National Rail,-9.84,Transport
5214395066,GWR,-14.44,Transport
5214395066,Alan Scott,1.17,-
5214395066,Cancer Research,-3.55,Savings
5214395066,Lush,-20.84,Healthcare
5214395066,Subway,-19.23,Food
5214395066,Three Mobile,-13.2,Mobile
5214395066,RSPCA,-7.53,Charity
5214395066,Uber,-17.32,Transport
5214395066,Wonga,-1.26,Debt
5214395066,Denise Patterson,19.92,-
5214395066,McColls,-2.15,Food
5214395066,National Rail,-13.76,Transport
5214395066,Oxfam,-4.77,Charity
5214395066,Thames Water,-0.05,Water
5214395066,Sports Direct,-1.35,Clothing
5214395066,Churchill Insurance,-26.06,Insurance
5214395066,RSPCA,-4.44,Charity
5214395066,Lori Alexander,1.14,-
5214395066,Oxfam,-8.75,Charity
5214395066,Interest,0.34,-
5214395066,Interest,6.2,-
5214395066,Alan Scott,0.31,-
5214395066,Supercuts,-0.01,Healthcare
5214395066,Groupon,-8.01,Entertainment
5214395066,Subway,-15.91,Food
5214395066,British Gas,-62.32,Gas
5214395066,Alan Scott,4.91,-
5214395066,WWF,-3.56,Charity
5214395066,Denise Patterson,15.12,-
5214395066,Alan Scott,8.26,-
5214395066,Interest,16,-
5214395066,Interest,0.77,-
5214395066,Barclaycard,-2.58,Debt
5214395066,Denise Patterson,14.34,-
5214395066,Alan Scott,5.06,-
5214395066,Sky Digital,-24.69,Entertainment
5214395066,Denise Patterson,5.7,-
5214395066,Alan Scott,2.85,-
5214395066,Alan Scott,21.75,-
5214395066,WWF,-3.49,Charity
5214395066,Brenda Ward,24.33,-
5214395066,Salary BACS Payment,1200,Salary
5214395066,Rent,-564,Housing
5214395066,Spotify,-7.37,Entertainment
5214395066,GWR,-11.35,Transport
5214395066,Spotify,-39.09,Entertainment
5214395066,Groupon,-7.64,Entertainment
5214395066,Bodyshop,-8.11,Healthcare
5214395066,Payment received thank you,19.57,Credit Repayment
5214395066,McColls,-22.43,Food
5214395066,Payment received thank you,-19.57,Credit Repayment
5214395066,Payment received thank you,-1.61,Credit Repayment
5214395066,Payment received thank you,1.61,Credit Repayment
5214395066,Oxfam,-14.38,Savings
5214395066,Payment received thank you,-35.96,Credit Repayment
5214395066,Payment received thank you,35.96,Credit Repayment
5214395066,Hitachi Personal Finance,-2.24,Debt
5214395066,Payment received thank you,-53.56,Credit Repayment
5214395066,Payment received thank you,53.56,Credit Repayment
5214395066,Bodyshop,-0.17,Healthcare
5214395066,Payment received thank you,-224.67,Credit Repayment
5214395066,Payment received thank you,224.67,Credit Repayment
5214395066,Lidl,-12.21,Food
5214395066,Odeon Cinemas,-20.11,Entertainment
5214395066,Oxfam,-6.01,Charity
5214395066,Payment received thank you,-40,Credit Repayment
5214395066,Payment received thank you,40,Credit Repayment
5214395066,Wonga,-2.78,Debt
5214395066,Oxfam,-4.34,Charity
5214395066,Payment received thank you,-45.56,Credit Repayment
5214395066,Alan Scott,17.34,-
5214395066,Payment received thank you,45.56,Credit Repayment
5214395066,Payment received thank you,-35.26,Credit Repayment
5214395066,Payment received thank you,35.26,Credit Repayment
5214395066,Primark,-14.4,Clothing
5214395066,Payment received thank you,-17.26,Credit Repayment
5214395066,Payment received thank you,17.26,Credit Repayment
5214395066,Payment received thank you,51.63,Credit Repayment
5214395066,Matalan,-24.25,Clothing
5214395066,Primark,-32.08,Clothing
5214395066,Primark,-7.14,Clothing
5214395066,GWR,-22.67,Transport
5214395066,Payment received thank you,-51.63,Credit Repayment
5214395066,Alan Scott,4.54,-
5214395066,GWR,-10.82,Transport
5214395066,Oxfam,-11.29,Charity
5214395066,Barclaycard,-0.01,Debt
5214395066,Sports Direct,-0.85,Clothing
5214395066,Nicole Bailey,1.92,-
5214395066,Denise Patterson,5.4,-
5214395066,Three Mobile,-13.2,Mobile
5214395066,Lori Alexander,3.45,-
5214395066,Churchill Insurance,-26.06,Insurance
5214395066,Shelter,-9.75,Charity
5214395066,Shelter,-8.41,Charity
5214395066,Matalan,-5.18,Clothing
5214395066,Oxfam,-3.95,Charity
5214395066,Thames Water,-0.05,Water
5214395066,Interest,1.11,-
5214395066,Interest,13.72,-
5214395066,Wonga,-3.8,Debt
5214395066,Primark,-18.24,Clothing
5214395066,RSPCA,-2.79,Savings
5214395066,Hitachi Personal Finance,-0.01,Debt
5214395066,RSPCA,-0.01,Savings
5214395066,Uber,-14.85,Transport
5214395066,Interest,3.71,-
5214395066,Barclaycard,-4.07,Debt
5214395066,Uber,-21.94,Transport
5214395066,Brenda Ward,15.59,-
5214395066,Subway,-11.67,Food
5214395066,Oxfam,-9.21,Charity
5214395066,Spotify,-19.37,Entertainment
5214395066,Interest,0.44,-
5214395066,Brenda Ward,5.01,-
5214395066,Cancer Research,-3.13,Savings
5214395066,American Express,-8.12,Debt
5214395066,Uber,-7.02,Transport
5214395066,Sports Direct,-28.36,Clothing
5214395066,Lori Alexander,0.01,-
5214395066,British Gas,-62.32,Gas
5214395066,Sky Digital,-24.69,Entertainment
5214395066,Superdrug,-36.48,Healthcare
5214395066,Rent,-564,Housing
5214395066,Salary BACS Payment,1200,Salary
5214395066,Bodyshop,-15.72,Healthcare
5214395066,Bodyshop,-4.01,Healthcare
5214395066,Subway,-22.55,Food
5214395066,Save the Children,-7.66,Charity
5214395066,Superdrug,-13.57,Healthcare
5214395066,RSPCA,-7.02,Savings
5214395066,Uber,-16.51,Transport
5214395066,Sports Direct,-0.01,Clothing
5214395066,McColls,-6.04,Food
5214395066,Denise Patterson,9.11,-
5214395066,Payment received thank you,36.85,Credit Repayment
5214395066,RSPCA,-0.03,Charity
5214395066,Matalan,-20.37,Clothing
5214395066,Payment received thank you,-36.85,Credit Repayment
5214395066,Payment received thank you,-75.62,Credit Repayment
5214395066,Payment received thank you,75.62,Credit Repayment
5214395066,Barclaycard,-6.9,Debt
5214395066,Save the Children,-11.88,Savings
5214395066,Shelter,-9.59,Charity
5214395066,Uber,-13.01,Transport
5214395066,Brenda Ward,1.38,-
5214395066,Lush,-24.49,Healthcare
5214395066,RSPCA,-2.31,Charity
5214395066,Odeon Cinemas,-23.63,Entertainment
5214395066,Uber,-15.82,Transport
5214395066,Wonga,-8.33,Debt
5214395066,Lori Alexander,2.9,-
5214395066,McColls,-14.28,Food
5214395066,RSPCA,-11.59,Savings
5214395066,Superdrug,-24.25,Healthcare
5214395066,Cancer Research,-8.5,Savings
5214395066,Three Mobile,-13.2,Mobile
5214395066,Hitachi Personal Finance,-6.15,Debt
5214395066,Churchill Insurance,-26.06,Insurance
5214395066,National Rail,-19.7,Transport
5214395066,Alan Scott,4.33,-
5214395066,Thames Water,-0.05,Water
5214395066,Wonga,-17.73,Debt
5214395066,GWR,-14.15,Transport
5214395066,Cancer Research,-5.6,Savings
5214395066,Brenda Ward,1.74,-
5214395066,McColls,-13.42,Food
5214395066,Denise Patterson,1.56,-
5214395066,Primark,-14.95,Clothing
5214395066,Primark,-16.93,Clothing
5214395066,Alan Scott,1.95,-
5214395066,Bodyshop,-20.55,Healthcare
5214395066,Subway,-18.48,Food
5214395066,Interest,2.73,-
5214395066,Denise Patterson,2.5,-
5214395066,British Gas,-62.32,Gas
5214395066,Alan Scott,3.19,-
5214395066,Alan Scott,2.61,-
5214395066,Cancer Research,-7.58,Charity
5214395066,Oxfam,-0.01,Savings
5214395066,Interest,4.17,-
5214395066,Brenda Ward,0.9,-
5214395066,Sky Digital,-24.69,Entertainment
5214395066,Wonga,-0.01,Debt
5214395066,Salary BACS Payment,1200,Salary
5214395066,Barclaycard,-11.01,Debt
5214395066,Rent,-564,Housing
5214395066,WWF,-0.01,Savings
5214395066,Subway,-18.87,Food
5214395066,National Rail,-22.81,Transport
5214395066,Sports Direct,-1.54,Clothing
5214395066,GWR,-21.25,Transport
5214395066,Shelter,-9.11,Savings
5214395066,Lush,-27.24,Healthcare
5214395066,Brenda Ward,0.08,-
5214395066,Lush,-21.3,Healthcare
5214395066,National Rail,-13.19,Transport
5214395066,Oxfam,-9.47,Charity
5214395066,Sports Direct,-15.92,Clothing
5214395066,Save the Children,-2.03,Charity
5214395066,Lori Alexander,0.62,-
5214395066,Three Mobile,-13.2,Mobile
5214395066,Brenda Ward,2.82,-
5214395066,Sports Direct,-0.01,Clothing
5214395066,Subway,-2.61,Food
5214395066,Subway,-9.43,Food
5214395066,Shelter,-0.01,Savings
5214395066,Sports Direct,-11.97,Clothing
5214395066,Churchill Insurance,-26.06,Insurance
5214395066,Groupon,-0.01,Entertainment
5214395066,WWF,-1.6,Charity
5214395066,Denise Patterson,0.3,-
5214395066,Lori Alexander,12.15,-
5214395066,Save the Children,-1.03,Savings
5214395066,Cancer Research,-2.45,Savings
5214395066,Matalan,-17.53,Clothing
5214395066,Thames Water,-0.05,Water
5214395066,Primark,-27.72,Clothing
5214395066,Nicole Bailey,3.01,-
5214395066,RSPCA,-3.69,Savings
5214395066,Lori Alexander,9.58,-
5214395066,Matalan,-21.99,Clothing
5214395066,Save the Children,-1.57,Savings
5214395066,Lori Alexander,2,-
5214395066,Interest,1.3,-
5214395066,Interest,5.75,-
5214395066,Brenda Ward,0.78,-
5214395066,National Rail,-21.44,Transport
5214395066,Nicole Bailey,4.35,-
5214395066,Bodyshop,-24.41,Healthcare
5214395066,GWR,-10.52,Transport
5214395066,Shelter,-5.47,Savings
5214395066,British Gas,-62.32,Gas
5214395066,Denise Patterson,0.87,-
5214395066,Sky Digital,-24.69,Entertainment
5214395066,Interest,2.57,-
5214395066,Interest,13.6,-
5214395066,Denise Patterson,5.01,-
5214395066,Alan Scott,14.43,-
5214395066,Alan Scott,1.73,-
5214395066,Interest,14.57,-
5214395066,Subway,-39.45,Food
5214395066,Salary BACS Payment,1200,Salary
5214395066,Rent,-564,Housing
5214395066,Brenda Ward,0.31,-
5214395066,Groupon,-4.11,Entertainment
5214395066,Wonga,-11.22,Debt
5214395066,Hitachi Personal Finance,-5.61,Debt
5214395066,Uber,-10,Transport
5214395066,Subway,-3.89,Food
5214395066,Bodyshop,-8.37,Healthcare
5214395066,Denise Patterson,11.42,-
5214395066,Wonga,-2.8,Debt
5214395066,Supercuts,-10.86,Healthcare
5214395066,Spotify,-5.81,Entertainment
5214395066,WWF,-6.08,Charity
5214395066,Oxfam,-10.07,Savings
5214395066,RSPCA,-4.46,Savings
5214395066,Supercuts,-4.28,Healthcare
5214395066,National Rail,-24.52,Transport
5214395066,Payment received thank you,91.52,Credit Repayment
5214395066,Oxfam,-0.01,Charity
5214395066,Payment received thank you,-91.52,Credit Repayment
5214395066,Save the Children,-3.28,Savings
5214395066,Payment received thank you,97.36,Credit Repayment
5214395066,McColls,-16.31,Food
5214395066,Payment received thank you,-97.36,Credit Repayment
5214395066,Groupon,-10.35,Entertainment
5214395066,American Express,-4.64,Debt
5214395066,Oxfam,-12.89,Savings
5214395066,Supercuts,-0.01,Healthcare
2201254313,Wonga,-11.01,Debt
2201254313,Interest,2.9,-
2201254313,WWF,-0.72,Savings
2201254313,National Express,-7,Transport
2201254313,Wonga,-3.71,Debt
2201254313,Shelter,-0.01,Charity
2201254313,Sports Direct,-19.9,Clothing
2201254313,National Express,-0.01,Transport
2201254313,Subway,-15.91,Food
2201254313,Shelter,-14.24,Savings
2201254313,Lush,-17.39,Healthcare
2201254313,Arriva Wales,-2.86,Transport
2201254313,Payment received thank you,-75.15,Credit Repayment
2201254313,Payment received thank you,75.15,Credit Repayment
2201254313,Barclaycard,-4.79,Debt
2201254313,Hitachi Personal Finance,-4.25,Debt
2201254313,Lidl,-23.32,Food
2201254313,Oxfam,-10.09,Charity
2201254313,Spotify,-4.57,Entertainment
2201254313,Nicole Bailey,12.33,-
2201254313,Spotify,-2.79,Entertainment
2201254313,Matalan,-3.47,Clothing
2201254313,Hitachi Personal Finance,-11.46,Debt
2201254313,Denise Patterson,1.08,-
2201254313,National Express,-10.35,Transport
2201254313,American Express,-1.92,Debt
2201254313,Save the Children,-3.68,Savings
2201254313,WWF,-12.22,Savings
2201254313,Hitachi Personal Finance,-5.68,Debt
2201254313,Barclaycard,-8.93,Debt
2201254313,Cancer Research,-2.72,Charity
2201254313,Cancer Research,-0.01,Savings
2201254313,Shelter,-7.54,Savings
2201254313,RSPCA,-9.7,Charity
2201254313,Odeon Cinemas,-10.74,Entertainment
2201254313,Groupon,-26.99,Entertainment
2201254313,Primark,-16.21,Clothing
2201254313,Lush,-9.47,Healthcare
2201254313,McColls,-4.79,Food
2201254313,Barclaycard,-16.49,Debt
2201254313,Wonga,-2.14,Debt
2201254313,Alan Scott,10.41,-
2201254313,Hitachi Personal Finance,-1.36,Debt
2201254313,Arriva Wales,-8.79,Transport
2201254313,Sports Direct,-16.2,Clothing
2201254313,Nicole Bailey,0.13,-
2201254313,Interest,1.89,-
2201254313,Interest,1.14,-
2201254313,MegaBus,-2.78,Transport
2201254313,RSPCA,-0.01,Savings
2201254313,Save the Children,-7.4,Savings
2201254313,Lori Alexander,10.33,-
2201254313,Matalan,-17.61,Clothing
2201254313,Primark,-6.57,Clothing
2201254313,Oxfam,-4.98,Savings
2201254313,Supercuts,-19.16,Healthcare
2201254313,WWF,-3.95,Savings
2201254313,Shelter,-3.07,Savings
2201254313,American Express,-6.91,Debt
2201254313,Barclaycard,-10.64,Debt
2201254313,Bodyshop,-18.73,Healthcare
2201254313,Nicole Bailey,4.88,-
2201254313,Shelter,-2.44,Charity
2201254313,Denise Patterson,3.94,-
2201254313,Nicole Bailey,0.06,-
2201254313,Save the Children,-14.32,Charity
2201254313,Superdrug,-16.56,Healthcare
2201254313,Interest,7,-
2201254313,McColls,-10.38,Food
2201254313,British Gas,-3.02,Gas
2201254313,American Express,-6.36,Debt
2201254313,Lush,-12.37,Healthcare
2201254313,Lush,-10.89,Healthcare
2201254313,Brenda Ward,4.07,-
2201254313,Lidl,-12.05,Food
2201254313,Cancer Research,-2.83,Charity
2201254313,Oxfam,-5.14,Charity
2201254313,Brenda Ward,5.03,-
2201254313,Primark,-2.24,Clothing
2201254313,Denise Patterson,3.24,-
2201254313,Virgin Media,-23.15,Internet
2201254313,Rent,-480,Housing
2201254313,Alan Scott,3.03,-
2201254313,McColls,-10.78,Food
2201254313,Salary BACS Payment,1600,Salary
2201254313,Payment received thank you,-165.64,Credit Repayment
2201254313,Denise Patterson,4.31,-
2201254313,Payment received thank you,165.64,Credit Repayment
2201254313,American Express,-2.33,Debt
2201254313,Lush,-16.97,Healthcare
2201254313,Subway,-20.32,Food
2201254313,Odeon Cinemas,-13.97,Entertainment
2201254313,Oxfam,-14.73,Savings
2201254313,Lidl,-9.84,Food
2201254313,Superdrug,-18.33,Healthcare
2201254313,Save the Children,-0.01,Charity
2201254313,Subway,-12.78,Food
2201254313,Wonga,-8.39,Debt
2201254313,Odeon Cinemas,-7.01,Entertainment
2201254313,Shelter,-3.37,Charity
2201254313,Groupon,-20.8,Entertainment
2201254313,Barclaycard,-5.68,Debt
2201254313,Save the Children,-4.01,Charity
2201254313,MegaBus,-6.3,Transport
2201254313,Matalan,-0.01,Clothing
2201254313,National Express,-0.18,Transport
2201254313,Bodyshop,-9.68,Healthcare
2201254313,Matalan,-21.76,Clothing
2201254313,Supercuts,-35.7,Healthcare
2201254313,Payment received thank you,230.6,Credit Repayment
2201254313,Payment received thank you,-230.6,Credit Repayment
2201254313,Oxfam,-14.94,Charity
2201254313,Bodyshop,-11.75,Healthcare
2201254313,Bodyshop,-22.45,Healthcare
2201254313,Oxfam,-0.01,Charity
2201254313,Wonga,-0.44,Debt
2201254313,Nicole Bailey,9.9,-
2201254313,Bodyshop,-13.38,Healthcare
2201254313,Payment received thank you,-47.51,Credit Repayment
2201254313,Payment received thank you,47.51,Credit Repayment
2201254313,Bodyshop,-14.9,Healthcare
2201254313,Supercuts,-1.55,Healthcare
2201254313,Lush,-19.62,Healthcare
2201254313,Spotify,-22.18,Entertainment
2201254313,Wonga,-6.34,Debt
2201254313,Sports Direct,-4.97,Clothing
2201254313,Payment received thank you,-41.07,Credit Repayment
2201254313,Payment received thank you,41.07,Credit Repayment
2201254313,MegaBus,-10.03,Transport
2201254313,Payment received thank you,-178.03,Credit Repayment
2201254313,Payment received thank you,178.03,Credit Repayment
2201254313,WWF,-4.64,Savings
2201254313,Cancer Research,-8.4,Charity
2201254313,WWF,-2.63,Charity
2201254313,Shelter,-9.13,Savings
2201254313,Supercuts,-25.11,Healthcare
2201254313,Nicole Bailey,0.59,-
2201254313,Groupon,-8.78,Entertainment
2201254313,Wonga,-14.99,Debt
2201254313,Shelter,-4.68,Savings
2201254313,Save the Children,-9.89,Charity
2201254313,Bodyshop,-5.34,Healthcare
2201254313,Cancer Research,-7.35,Savings
2201254313,Matalan,-20.31,Clothing
2201254313,American Express,-9.47,Debt
2201254313,Lush,-0.01,Healthcare
2201254313,Arriva Wales,-2.26,Transport
2201254313,National Express,-11.06,Transport
2201254313,Bodyshop,-24.24,Healthcare
2201254313,Arriva Wales,-0.72,Transport
2201254313,Lori Alexander,1.75,-
2201254313,Alan Scott,3.36,-
2201254313,Alan Scott,8.21,-
2201254313,British Gas,-3.02,Gas
2201254313,National Express,-15.09,Transport
2201254313,Shelter,-6.38,Charity
2201254313,MegaBus,-4.69,Transport
2201254313,McColls,-21.05,Food
2201254313,Spotify,-27.96,Entertainment
2201254313,Supercuts,-16.74,Healthcare
2201254313,Oxfam,-14.54,Charity
2201254313,Subway,-0.01,Food
2201254313,American Express,-7.57,Debt
2201254313,Virgin Media,-23.15,Internet
2201254313,Bodyshop,-37.97,Healthcare
2201254313,Primark,-11.97,Clothing
2201254313,Rent,-480,Housing
2201254313,WWF,-5.17,Charity
2201254313,McColls,-25.56,Food
2201254313,Odeon Cinemas,-24.45,Entertainment
2201254313,RSPCA,-10.78,Charity
2201254313,Lush,-0.67,Healthcare
2201254313,Salary BACS Payment,1600,Salary
2201254313,Cancer Research,-11.08,Charity
2201254313,Interest,2.62,-
2201254313,Groupon,-29.88,Entertainment
2201254313,Matalan,-17.54,Clothing
2201254313,Save the Children,-11.12,Charity
2201254313,Oxfam,-14.75,Charity
2201254313,Wonga,-0.01,Debt
2201254313,National Express,-11.16,Transport
2201254313,Subway,-16.71,Food
2201254313,Hitachi Personal Finance,-4.91,Debt
2201254313,Supercuts,-0.01,Healthcare
2201254313,Primark,-17.13,Clothing
2201254313,Shelter,-1.52,Savings
2201254313,Bodyshop,-10.55,Healthcare
2201254313,Spotify,-23.86,Entertainment
2201254313,Bodyshop,-3.97,Healthcare
2201254313,Payment received thank you,-149.68,Credit Repayment
2201254313,Payment received thank you,131.12,Credit Repayment
2201254313,Payment received thank you,-131.12,Credit Repayment
2201254313,Subway,-34.34,Food
2201254313,Matalan,-0.49,Clothing
2201254313,Payment received thank you,149.68,Credit Repayment
2201254313,Oxfam,-12.57,Savings
2201254313,RSPCA,-7.09,Savings
2201254313,Payment received thank you,-51.33,Credit Repayment
2201254313,Oxfam,-1.29,Charity
2201254313,MegaBus,-4.95,Transport
2201254313,Arriva Wales,-2.97,Transport
2201254313,Lidl,-22.07,Food
2201254313,Payment received thank you,-70.5,Credit Repayment
2201254313,Payment received thank you,70.5,Credit Repayment
2201254313,Payment received thank you,51.33,Credit Repayment
2201254313,Groupon,-26.71,Entertainment
2201254313,Payment received thank you,-40,Credit Repayment
2201254313,Payment received thank you,40,Credit Repayment
2201254313,Supercuts,-13.39,Healthcare
2201254313,American Express,-0.01,Debt
2201254313,Primark,-28.53,Clothing
2201254313,Save the Children,-3.4,Savings
2201254313,Save the Children,-12.66,Savings
2201254313,Payment received thank you,16.11,Credit Repayment
2201254313,Payment received thank you,-16.11,Credit Repayment
2201254313,Subway,-21.25,Food
2201254313,Hitachi Personal Finance,-7.24,Debt
2201254313,McColls,-13.45,Food
2201254313,Lidl,-12.59,Food
2201254313,Save the Children,-1.72,Savings
2201254313,Sports Direct,-21.76,Clothing
2201254313,Payment received thank you,148.05,Credit Repayment
2201254313,WWF,-0.01,Savings
2201254313,Superdrug,-0.01,Healthcare
2201254313,Payment received thank you,-148.05,Credit Repayment
2201254313,Arriva Wales,-9.26,Transport
2201254313,Oxfam,-13.42,Charity
2201254313,Groupon,-24.55,Entertainment
2201254313,Matalan,-10.23,Clothing
2201254313,Barclaycard,-7.18,Debt
2201254313,Bodyshop,-19.95,Healthcare
2201254313,Groupon,-10.82,Entertainment
2201254313,Sports Direct,-34.3,Clothing
2201254313,Wonga,-2.32,Debt
2201254313,McColls,-0.37,Food
2201254313,Sports Direct,-9.85,Clothing
2201254313,Lidl,-17.06,Food
2201254313,Oxfam,-0.01,Savings
2201254313,McColls,-29.24,Food
2201254313,Sports Direct,-6.15,Clothing
2201254313,RSPCA,-3.04,Savings
2201254313,Payment received thank you,-1.73,Credit Repayment
2201254313,Payment received thank you,1.73,Credit Repayment
2201254313,Spotify,-22.97,Entertainment
2201254313,Barclaycard,-5.42,Debt
2201254313,Interest,0.18,-
2201254313,Spotify,-14.88,Entertainment
2201254313,Lori Alexander,11.88,-
2201254313,Primark,-10.9,Clothing
2201254313,British Gas,-3.02,Gas
2201254313,Alan Scott,0.14,-
2201254313,Brenda Ward,1.87,-
2201254313,Lush,-20.71,Healthcare
2201254313,Alan Scott,0.38,-
2201254313,Nicole Bailey,3.88,-
2201254313,Nicole Bailey,2.19,-
2201254313,Rent,-480,Housing
2201254313,Brenda Ward,4.59,-
2201254313,Arriva Wales,-9.01,Transport
2201254313,Wonga,-12.21,Debt
2201254313,Supercuts,-0.01,Healthcare
2201254313,WWF,-0.01,Charity
2201254313,Denise Patterson,5.61,-
